,text,sentiment_value
15318, : Would you like to WIN a super comfy luxury pillow top from  ?! Follow   or RT to enter!... ,pos
15319, : i love all thirteen (13) of them so so much  they each have a special place saved just for them in my heart they a... ,pos
15320, : 3 newspapers in Alabama instruct voters to reject Roy Moore. All 3 newspapers are owned by   ,neg
15321," : In honor of the new The Incredibles 2 trailer, 
heres the most iconic scene from the first one.
A true milestone... ",pos
15322," : Who are   and why are they so important? Get to know the seven piece K-pop group taking over the internet 

 ",pos
15323, : When u think history began on 9/11:  ,neu
15324," : I have thought a lot about this piece the last few days, for a lot of reasons.  ",neu
15325, : let it be known that i have a big gay crush on Kali from stranger things,neg
15326,"  you know it's not a literal mask, right? Just a thin layer of product. kinda like makeup?",pos
15327," : Great surprises for the ARMYs.

BTS as guest in AMAs, sit front row seats, will perform their lastest hit DNA as se... ",pos
15328,Lmao I LOVE HER  ,pos
15329," : Watching the #AMAs
Gonna be a historical moment for KPOP! 
#BTSxAMAs cant wait for them to kill that stage",neg
15330, : It should be a crime for men to be this utterly beautiful. Demigods. Kings. My whole heart.   #AMAs #B...,pos
15331, : i dont know what a top-down state run media would look like in this country but I imagine 60 Minutes Yemen report e... ,pos
15332, : #Sweden (where else?). Fined for asking the media to tell the truth about migrant crime. The court's statement is c... ,neg
15333,"  Here's your moral leader, Pence. Don't come at us about any Dem until you own this predator.  ",neu
15334," : In honor of the new The Incredibles 2 trailer, 
heres the most iconic scene from the first one.
A true milestone... ",pos
15335,"  Sorry bro, according to 1 Peter 2:13-14, ya still gotta feel guilt. ",neg
15336,  Ya n i live there n its RUDE n also Bracknell is a PRIME EXAMPLE of gentrification in action,neg
15337," : This is Haifa. 

She's 7 years old and weighs just 11 pounds. 

She's one of the millions of people in #Yemen on th... ",neu
15338,Great thread.  ,pos
15339, : The only real difference between a revolution and a rebellion is if you win or not.,pos
15340, : Way to hold them D!!! #PHIvsDAL,neu
15341,Nike Lebron Xlll Lifestyle Size 9 1/2 806396-600 yeezy boost supreme ultra nmd  ,pos
15342, : True #Leaders dont wait for a new year to make resolutions; for them every moment of #Life is the greatest opportu... ,pos
15343, : Wheres season 4?,neu
15344, : Open for a surprise..2 piece thigh and a biscuit   ,neu
15345, : im a fun ass girlfriend lol. im so goofy,pos
15346," : G Hannelius..the icon, the myth, the legend was spotted  ",neu
15347,"Oh shit, defense got a 3 and out..... #shocked",neg
15348, : happy birthday riley miss working with you :/ hope you had a great day! love you!   ,pos
15349, : Like you dont open doors for a hoe and you just want the neck nothin more  ,pos
15350," : Mom just asked if you had a shot for every bad decision you made would you be sober, tipsy or wasted? Id be fucking dead...",neg
15351, : Note how Trump is acting like theres still a decision to be made. He stands for nothing. He wants people to beg fo... ,pos
15352,"Wtf how can you go out with someone like that? Shes a bitch man, she will destroy you pls stop",neg
15353," : u a good girl, u don't need a menace.",pos
15354, : When bae says come over but you dont have a car   ,neu
15355, : not to be a bitch but the president of this country can choke for lifting the ban on elephant trophies like how fuc... ,neg
15356," : Thanksgiving isnt a patriotic holiday per se, but it is full of patriotic feeling as Americans give thanks for our... ",pos
15357,"I don't think you guys read my question, since this doesn't answer it! I just want a public list of the ""5,000"" new...  ",pos
15358, : Is Taylor Swift making a surprise appearance at the AMAs?,pos
15359,"        Besides my 2 day trips, the scavi tour, and a food tour in testaccio...  ",neu
15360," : I appreciate that you wrote a whole article about it, but I think ""small penis"" would have sufficed.  ",pos
15361," : 16th performer over 17 performers, bangtan is gonna perform second to the last, can we all stop and think about how... ",neg
15362,Herbo   ,neu
15363," : We at #BudEBoyEnt
would like to send a special thank you to our loyal supporters, you are much appreciated!  
via... ht...",pos
15364," : I rebuke. 
This day shall be great  ",pos
15365,"Complete One Piece 20th Magazine =D
Have you collect it?
# 
#d # # #...  ",pos
15366, : When bae says come over but you dont have a car   ,neu
15367," : its been 15 years, how Jack Jack still a baby?  ",neu
15368," : In case you don't live in L.A, here you go #BTSARMY - part of my interview with   on the red carpet of The... ",neu
15369, : anyone want a 1 hour trial of the bot? DM,pos
15370,Can we just take a moment to appreciate how good The Sharpest Lives is,pos
15371,Nearly 48 hours awake. This is getting a problem :/,neg
15372," :  

OH MY GOD LETS WIDEN THE GAP THIS IS A DAESANG CATEGORY

   ",pos
15373,"My Story, Your Story, a sad story - Travesty of Justice on my #AudibleApp  ",neg
15374," : Get your access to a wholly new dimension through this portal:  
#USTJMAxATHOMIC2018... ",neu
15375,               ...  ,neu
15376,A queen in yellow YES FUCK YESSSSSSS  ,neg
15377, : Greek life & being a stem major is such a hustle tbh. Shout out to all the hustlers out there.,neu
15378,  His wife has a YouTube channel NikkiO .. they talk about his job there.  He definitely makes good coins...LA is there 2nd home.,pos
15379," : so how many guys is jimin gonna cause a gay crisis for tonight, just with these earrings alone  ",neg
15380," : THIS IS WHY WE TAKE A KNEE.. THIS IS WHY WE SCREAM FUCK THE POLICE, THIS IS WHY WE SAY BLM, THIS IS WHY WE PROTEST,... ",neg
15381," :  
If anyone would like a shout-out service, Layden has been incredibly helpful to me and has... ",pos
15382," : This pastor and his congregation are supporting a predator & making up baseless, ludicrous claims about women. Th... ",pos
15383,Take me to a lakers game & I'll love you forever,pos
15384,"    While Salazar Slytherin wanted to be more selective and left behind the Basilisk, it...  ",neu
15385, : Viola Davis deserves a standing ovation no matter where she is #AMAs,neg
15386, : Selena Gomez slayed her first performance in over a year at the #AMAs:  ,neu
15387,  In the previous election #Kulmiye had a 9000 vote lead over #Wadani in #Togdheer. Was that rigged as...  ,neg
15388," : WATCH ME DIE ON ELYXION IF EXO HAS A SEXY CORNER WHICH CONSISTS OF THE HOLY SONGS:
My Lady
Playboy
Artificial Lo... ",neg
15389," : me: ew a roach 
roach: ew a fat bitch 
me:  ",neg
15390,  You just vote to kill a program that helps veterans.  Posing for photo ops don't help.   ,neg
15391,"Just because I dont agree with you dont make me his lackey. Every time I see you tweet, its about him. Take a...  ",neg
15392,"""shivering under the thin beige knit blanket"" is seriously the realest thing I've ever read  ",neg
15393,Im about to start a go fund me so we can raise some money to buy Sheree some grass for Chateau Sheree #RHOA,neu
15394, : Chlorpyrifos is a chemical from Dow Chemical Company. It came from the nazis and is a nerve agent that does irrever... ,neu
15395," : See It First: Dean F. Wilson, Chris Lowry, and Danielle Annett - Instafreebie 

 

#SFRTG... ",neu
15396, : Nathan Peterman is the first player to throw 5 interceptions in the 1st half of a game since the 1970 merger (via... ,neu
15397,Bradley keeping the #Pistons in the game with a pair of 3s. How about a stop? That Wiggins kid is pretty good.,pos
15398," : jingle bells, taking L's, hit me with a sleigh. I'm so done, this isn't fun, there goes my gpa",neg
15399, : Don't bother. She lyin...aint no damn chicken.  ,neg
15400,      Yeah and that form doesn't really prove anything it just says she went to the...  ,pos
15401, : I am so happy that youre happy with my conversation with    a lot of love for all of you ,pos
15402,  You deserve a #great birthday. Im cheering for this to be finished 1 way or another.,pos
15403,"Yeahhh   if you could stop buffering so I can get through this stream, thatd be greaaaaat. -_-

Anyone else...  ",neg
15404,"Not shown, clinton 400 million from pay to play  ",pos
15405,There is a cloud // Elevation worship  . You're heavy on my mind tonight,pos
15406," : Retweet if you think fans who cant afford albums, merch and concert tickets but still support their faves are also... ",pos
15407, : when a bitch say she gonna hit one of your friends on sight and yall all waiting ..  ,neg
15408," : I think im A whole nigga  ,ain nun Like these weak ass bitches out here  . sorry",neg
15409, : When is it an appropriate time to tell someone that I'm sorry they have a juggalo tattoo?,neg
15410,"Carly and I wont talk all day but will always remember to text eachother by the end of the day to say  hi ily, I...  ",pos
15411," : LeBron, Henny, D-Wade, and Big Sean all at the Jay-Z concert,

I swear J.R. follows Bron everywhere.  ",neg
15412,A convict blew his hands off with a bomb. Hilton Head man says hes never been bitter. Why?  ,neg
15413,Lrt tae really looks like  bitch wait a minute thats someone i know,neg
15414, :             Sickening . $12 a month for FOOD!,neg
15415," : 171119 Fansign 

Q: Minhyun oppa~ when youre doing skin ship with Jinyoung, what type of skin ship do you like th... ",pos
15416, : when girls wake up in the morning after sleepovers we don't even talk to each other for a good 20 minutes we just sit on our...,pos
15417, : #URGENT #NYC #CATS handsome darling ECKO deserves a loving forever family & desperately needs US by 11/20-PLS RT/ad... ,pos
15418,        is a class act and should have a statue in front of CLA!,neu
15419," : (17) Theres another problem with this claim of yours. To get technical, quoting this as people treated is also m... ",neg
15420," : QUEEN OF CHICK FLICKS 
AN ICON 
she is both the bitch Regina geroge of the iconic mean girls and sweetheart ms.alli... ",pos
15421, : If I won millions in the lottery I'd probably pay off my student loans and with the other $10 I guess I might get Chipot...,pos
15422," : Jingle bells, taking L's, hit me with a sleigh. I'm so done, this isn't fun, there goes my gpa.",neg
15423,"almost a year later and i have gained about 20 pounds, anorexia is a fucking cunt ass bitch!!!  ",neg
15424," : ""All you have to do is wait. Sit tight and wait for the right moment. Not try to change anything by force, just wat... ",neu
15425,"Please help support EXO Planet #4 -- The ElyXiOn, add a #Twibbon now!  ",pos
15426, : Context: Giancarlo Stanton has a full no-trade clause. He has not spoken on the record about whether he would accep... ,neu
15427," : Instead of tax reform, why not just require every poor and middle class person to send a check for, say, $1000 to t... ",neg
15428,Create UNIQUE ARTICLES in A CLICK   #blogspot #OnlineBusiness | SEO Cheat Sheet: Steal Your C...  ,neg
15429,"I entered a giveaway for a chance to win ""Washcloths Towel Set (White, Bulk Pack of 24), Ki..."" by Alurri.   #giveaway",pos
15430,Spending time at the National Museum of Anthropology... because once upon a time I wanted to be...  ,neu
15431, : Just got through catching up with some old friends! I think RM likes my suit too! Thanks  ! Have a great per... ,pos
15432,gregory has had more screen time than michonne so far this season. a crime against humanity,neg
