user,text 
dahomes,@OldSchoolBYU @itschappy @bhein3 Why does that matter to a football coach trying to recruit best football players a...  
dvalade,@JayStaice @NFL @Giants Yeaaah that specific rule needs to change
HavasuRV173,The snacks are ready for @CFLonTSN @calstampeders via @Slingbox in #LakeHavasu @arizona #GoStamps #Red&White  
11thSON_,support me I support you
babyyk_,Dubssss!!!
anthonyrziola,@Steve2duhO Since I live in AZ fox cut me off from watching rest of game saw first possession of OT
mejiaj19,Lets go @Patriots  #Gopats
tmj_AZS_retail,"We're #hiring! Read about our latest #job opening here: Store Team Member -   #Retail #FountainHills, AZ #CareerArc"
TrentRushSports,Next time I come to Tempe will be for spring training. Not a second sooner.
elias2425,LETS GOOOO !!!!! 
sydneyburrowss,If anyone knows of any dogs who need a home let me know!!!
ReginaldB01,CATCH THE DAMN BALL THAT WAS PERFECTLY THROWN
_miafriberg,"i cant take care of everybody, but that doesnt mean i wont try."
tmj_AZS_NURSING,"See our latest #Scottsdale, AZ #job and click to apply: Licensed Practical Nurse/Licensed Vocational Nurse (LPN/LVN...  "
samdavid20,Yes!  #Broncos
Zero765P,@AngryJoeShow Erase the still strong assumption that hes still just the guy who talks to fish from the old cartoons
tmj_AZS_sales,"Can you recommend anyone for this #job? Bilingual Store Counter Sales -   #Mesa, AZ #Hiring #CareerArc"
JohnPSearby,Megan Sutton completed BIKE. Time 06:07:19. Pace 18.31 miles/hr.   #IMAZ
jg_once,Sooooo....... the Saints are..... uhh really really good......
almaviaje,My favorite shade of yellow #ferrariyellow #Ferrari #Scottsdale #staymotivated #jimsmith @...  
tmj_phx_hrta,"We're #hiring! Read about our latest #job opening here: Front Office Manager -   #Hospitality #Phoenix, AZ #CareerArc"
SaguaroSportsAZ,Editors Correction **Different head coaches next week** #cardinals #birdgang @Gambo987 @mikejurecki  @Burnsy987  
EdgeZach,Last time the Pack got shutout at home?  This is miserable.
otytu,@delayz_ *Havent been able to do it in...
murphyforever,So happy for you.  
vibewithb,"Reminder of the day: 

You are richer than you know."
Yxes,"Wed produce for my salads lol (at @Walmart Neighborhood Market in Glendale, AZ w/ @leophx)    "
JackBlaine3,"When struggling to understand why liberals rhetoric and behavior is so insane and destructive, I usually go with wh...  "
mtc347,What was that from #Fox-- show bonus coverage but don't show the overtime #WTH
ReginaldB01,hahahaa foreskins  
HeGotAFlipPhone,@westeastindian I love you too 
EdgeZach,Joe Callahan where you at bro.?
GardJohanna,@nicholas_muteti @ImSoVirtual @CNNPolitics so if his subjects don't bow to the king and praise him they belong in jail?
mmaher99,Forget about COLLUDING with Russia. Isnt CONSPIRING against America is OFFENSIVE enough to IMPEACH Trump and indic...  
Flawless_Young,Fuck You if you wanna shoot an elephant for fun  
GR1LLEDCHEESUS,Is that a quarter...damn!
colee_bell24,Loving watching the Saints play football this year  Ingram and Kamara are incredible..
dvalade,@HuskyKMA @NFL @Giants Looks like hes touching there. Didnt look like it from another angle. Thx
_haylayy,ME EVERY NIGHT  
xANGLx,I just rolled up to a sports bar in sweats and my old man slippers to pick up lunch. 
taeconchile,Had a dream that I met and was kicking it with Post Malone
rudygcarp12,Im not sure why/IF the Cards front office or fan base still thinks their window of opportunity for a super bowl...  
_ScottsdaleAZ,"temperature up 72F -> 79F
humidity down 14% -> 13%"
GardJohanna,@quitten @norahs35 @ImSoVirtual @nicholas_muteti @CNNPolitics so if his subjects don't bow to the king and praise him they belong in jail?
juliocuello99,lol.  
moreno75DV,  
MeredithAncret,Oh no! The Children! What will they do if they start HOLDING HANDS WITH PEOPLE! 0_0  
lieseleon,"@CodyFincher_ Same, so much potential wasted. :("
C_RawConnor2x,#WhoDatNationWitThaComeback
bacardiidark,This @Eminem song explains perfectly what I'm going through. The thoughts in my head... The struggle... But I got t...  
S3ooDz95,     (    )
IrvingBelfort,Sugar Mommy  
AzBiltmore,  for this Winter @the Arizona Biltmore Estates... Eat at...    
BigTreyTres_,Favorite video rn  
SaguaroSportsAZ,@VegasSharp702 @Kyle_Odegard   
MarianneCipolla,Happy birthday Taylor  @ttaylorhawkinss love you & hope you have a good day!
katyabaeza1,Im tryna fuck you and your bestie
cvburkett,"@doscabezas Methode Campanoise.  Hello, darling.  Rich, savory rosewater, pomegranate, and...  "
dallopofdaysia,im done putting in effort for people who treat me like shit and absolutely done holding in what i really feel about people.
MeredithAncret,Jackass.  
AdrianaMinaj_,Am I wrong for this?   
mitchisfamous,@MelanieIglesias Tryna hear you on a song with @6LACK. Thatd be so dope  
Yeroc22,I was driving with my windows down singing U Dont Have to Call and a police SUV rolled up next to me and they tol...  
KevinPStewart,Throw it to that Buckhead guy
alejjandraob,Maldita enfermedad
AlexanderMBush,"@DK745 To quote a Zebra, you're doomed."
themunnyshot,Sipping on some coffee at. @cartelcoffeelab #greyinthebeard #coffeedrinker #gourmetshoes @ Old...  
Yxes,"Trying to stick to my list!! Whew! (@ Costco Wholesale in Phoenix, AZ w/ @leophx)    "
Ayeits_Jess,camp was so fun!!
david_djsed033,@Anthony1746382 Give Blaine Gabbert Respect he did Really Good in the first half and  the second half our Receivers start dropping passes
lTrippyLifel,"LIVE

COD BOD GOD 

#CODWWII #Twitch #streamaz

 "
cruzolivarez18,@waynesbros23  keep ballin cousin  
oscarcrawfordme,Love is such a beautiful experience. I smiled at Bonnie when she asked. I reached to hug her and...  
Bioscian,One of my drivers has husky puppies they're looking for homes for 
tayloorh_,"Every time I go to sleep sad or upset, I wake up w that feeling x10"
Alora_dannyn,Youre too sweet for rock n roll  
Valerie_Hanna,".@lecrae #ChickenShack 
@shakeshack  "
CantMesWitDis,"My company for my last day off the bike! #30DaysOffBikeEndsMonday 
#PrepareToRage
_________ @...  "
billlabrie,Quickest way to lose me as a sales prospect: Tell me you're running specials because your predecessor was a) a woma...  
ChristianPena_,"Congratulations to @austincookgolf and @KipHenley on a great win at the @TheRSMClassic!
#DreamTeam"
MrAndreBriscoe,That @Saints win I'm sure will be the game of the week.
NiqueBlanton,Maybe ACL and MCL  
DavidMSLVox,All those drops. Jesus. #AZvsHOU
TrentRushSports,"Probably back in Tempe for Spring Training, definitely wont be a second sooner."
meghannbarness,whatever gets you by am I right 
jeffmetcalfe,Lionel Sanders wins third straight Ironman Arizona in 7:54 #imaz
ToraSamaSSB,Fukin who plays Yoshi with Tap jump? I forgot to turn it off.  
Kinglivan_,Bro this really lady came to my job and had grown mustache and beard 
EdgeZach,Why is Mays even on the roster? @packers
tmj_phx_transp,"See our latest #Phoenix, AZ #job and click to apply: Driver - Arizona -   #Transportation #Hiring #CareerArc"
Nidocamen,@lyft I live near AZ state fairgrounds and still cant request a ride at my house b/c app forces me to go to offici...  
CoughlinJoclyn, @FortniteGame
tmj_phx_cosmo,"If you're looking for work in #Phoenix, AZ, check out this #job:   #Cosmetology #Hiring #CareerArc"
tmj_phx_manuf,"Can you recommend anyone for this #job? CNC Programmer (AS9100) -   #Manufacturing #Tempe, AZ #Hiring #CareerArc"
ZaxBlack_Mageo,He from the east coast but west side raised him
dallopofdaysia,i will tell you how you fucked up whether you want to hear it or not. just because you dont want to hear the truth...  
josh_almighty97,Treasure planet is THE most underrated non-disney princess disney movie
samdavid20,What in the world just happens? 
koenig_beth,Flying home! #cat #adventure #k9 #k9unit @ Phoenix Sky Harbor International Airport  
bob_bobolob,Taking out TNC trash  
pablanco9,happy birthday chucks  
KWorldofak,#publicrestroomselfie  
DriannaBavis,I miss home. I miss my friends. I miss my family.
thekierstykrab,I AM CRYING   
docmurdock,@FoxNews @HillaryClinton And Hillary this one hurts but...  
antiiviist,Arizonas been real nice  
tmj_phx_cstsrv,"We're #hiring! Read about our latest #job opening here: shift supervisor - Store# 05622, 83RD & BELL -...  "
_Alli_B,Happy birthday to one of the best girls I know !! You have the brightest personality ever and I love you so very mu...  
knzrp,why did i just buy a denim jacket
Itruchsess,Giants going 8-8 this year?
Jen_Barra,Love feeling like Im going to throw up every time I eat <3333
EdgeZach,I could stop being overly critical of my team but where is the fun in question 0 points at home?!
Tylante,The Broncos should stage a revolt against Elway for the quarterbacks he saddled them with.
TheBenedicto,"Defense wins championships, unless youre the #Browns and you cant even win a game."
dahomes,@OldSchoolBYU @itschappy @bhein3 Exactly my point.
tmj_AZS_HR,"Want to work in #Tempe, AZ? View our latest opening:   #KellyJobs #KellyServices #HR #Job #Jobs #Hiring #CareerArc"
weavingnavajo,Weavers Marketplace at the Heard #navajoweaving #tapestry  #navajo #weaving #warptour...  
daniel_holbert,i made this in 10 minutes don't hate me  
Lunarfox_,I made out with a hot girl during excision so my night was pretty great.  #GoldrushAZ
wo1f_GG,Scoom is insane  
warsawarrior,"Sandyeggo in a couplah days, favorite city on earth"
MataAne,The aints REALLY came back huwhaatttt
markvalvarez,"Spending a traditional New England day, sitting in Dunkin Donuts, wishing the Chick-Fil-A next door was open Sundays."
jbirdmilla,@callmekarizma Has PHOENIX
witch_mama_,I cant die until my dad and I see Pearl Jam together
_morganhicks_,"If your first letter of your last name is anywhere passed Q, you might be a piece of shit!"
thecichlidshack,New video up on our YouTube channel.. #thecichlidshack #newshipment #newshop #peacocks #haps...  
Flow_Simpson,"@187Beatzz I was watching it on YouTube , they show live streams of that joint"
bridawg23,"What do you do when you're in AZ with Caitlin? Watch crime shows, of course."
litaleefrmaz,"oh hey 
#redhair #beauty #mixed #girl #life #makeupaddict #lifestyle #forever #sundayfunday...  "
tmj_phx_constru,"This #job might be a great fit for you: Laborer with Class A CDL -   #Construction #Phoenix, AZ #Hiring #CareerArc"
GardJohanna,@JoyAnnReid @DonaldJTrumpJr once again opens his mouth and proves himself an idiot.
tmj_phx_finance,"Interested in a #job in #Phoenix, AZ? This could be a great fit:   #Finance #Hiring #CareerArc"
Jacqulinegarret,Happy birthday  @X_Villarreal80
DJImageMusic,I dont even know where to start. Just want to wish nevaehmckenzie a happy birthday and I hope...  
murphyforever,"Lovely Linda won  @DelMarRacing R3 for all of her namesakes, of course!"
Recruiter602,Flight @ Mother Bunch Brewing  
tmj_phx_hrta,"Can you recommend anyone for this #job? Cocktail -   #Hospitality #Glendale, AZ #Hiring #CareerArc"
Zylie,Why Are Dogs So Friendly? Because humans made them that way. Duh.   via @NatGeo
tmj_azs_cstsrv,"Can you recommend anyone for this #job? Bilingual CSR -   #CustomerService #Mesa, AZ #Hiring #CareerArc"
fenix3030,@azredzone agreed.  and play call accordingly.
julian_paras,"@SunDevilHoops own Tra Holder balled out against UC Irvine.
35 points, 5 assists, 2 rebounds, 2 steals.  "
IASISCareers,Can you recommend anyone for this #job? RN Traveler - ICU - Full Time - Days or Nights - Phoenix -...  
McKennaPreston_,Me: TEA..??  
lanajenelle,"The people who were once the most important people in my life, are no longer a part of my life"
_liinaaaa,"I try my hardest to not let my moms bullshit get to me bro but I just dont let shit fly, Im just so fucking done with her,."
tmj_AZS_it,"Want to work in #Scottsdale, AZ? View our latest opening:   #manager #Job #Jobs #Hiring #CareerArc"
ahumorlessfem,@lnsiebert @daveweigel You must be joking.
mirandaleoaz,I just had a breakdown while driving and Ana had to console me lmao Im fine its fine everything is fine
RvndxlphSS,Niggas wifin thots 
miketvee13,I'm more of a #HireAPlayCaller type fella  
ReginaldB01,HAHAA RAIDERS DEFENSE LITERALLY EATS ASS
HydroTech12,We should have traded them for the ungrateful Mr. Ball  
11Barney,@faithsw Anything can happen when these 2 get together.  Love and respect the passion on both sides!!!
Jen_Barra,Wondering why I cleaned my entire room and repainted my toes but failed to pack yesterday?? :-)
Bellarenaeee,i recently developed a strong interest in hummingbirds; I think theyre so beautiful ):
MeredithAncret,"No, no I dont. Its a cup with two people holding hands.
Also, Im a lesbian. /scarily holds hands with a woman in...  "
jessicablauer,I could be your fantasy
JLamarCrabbe,The fact that you are asking that question defines where we are at as a society.  
miguelatweets,Fuck my kidneys
tmj_phx_cler,"See our latest #Phoenix, AZ #job and click to apply: File Clerk (Scanning) -   #Clerical #Veterans #Hiring #CareerArc"
jesssica63,Snapchat me @ jessicaa63
spoookshowbaby,"Part of me is like go to the gym do some moderate excersice , and then my son lowkey telling me to just go to the k...  "
TINAHILLSTROM1,@Darkseid1973 @JohnnyLamotte @tariqnasheed NOT. It's the sign of a wimp. He traded 5 Islamist Terrorist for one US traitor soldier
annaly0ns,Our engagement photos were an excuse to jumpstart Thor's modeling career  
EdgeZach,"I could stop being overly critical of my team, but UHHHHH 0 POINTS AT HOME MAKES YOU DO THAT"
alzh8an,"Icardi
Isco           Asensio 
Ronaldo wont stay if he keeps playing like this   "
aspirevbc,Congratulations to Ericka Snopko of 17-Rox  on her comittment to D1 NCAA bid team California State University-Baker...  
